0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"(0.8299686908721924, 0.534086287021637, -0.0074195521883666515)","(0.8463307023048401, 0.5408982634544373, -0.04159598797559738)","(0.8463391661643982, 0.5424680709838867, -0.04146791622042656)","(0.8466184139251709, 0.5441564321517944, -0.041432492434978485)","(0.8471620082855225, 0.5397799015045166, 0.013597285374999046)","(0.8476831316947937, 0.54052734375, 0.013607952743768692)","(0.8482750654220581, 0.5413804650306702, 0.013471214100718498)","(0.8409807682037354, 0.5554336309432983, -0.12823259830474854)","(0.8432238101959229, 0.5525525808334351, 0.11564444750547409)","(0.8135358095169067, 0.5378621220588684, -0.035758115351200104)","(0.8139246702194214, 0.5358132123947144, 0.035371486097574234)","(0.7537412643432617, 0.5698627233505249, -0.2824636995792389)","(0.7433969974517822, 0.5513814091682434, 0.2771861255168915)","(0.6046730875968933, 0.5747781991958618, -0.34469228982925415)","(0.6010774970054626, 0.551520824432373, 0.3353455066680908)","(0.46247273683547974, 0.5676841139793396, -0.30045226216316223)","(0.48079463839530945, 0.5472833514213562, 0.2859494388103485)","(0.4174918830394745, 0.5703508853912354, -0.34645897150039673)","(0.45164620876312256, 0.5437813401222229, 0.31429150700569153)","(0.41418108344078064, 0.5663161277770996, -0.31176790595054626)","(0.43216437101364136, 0.5442346334457397, 0.2675856053829193)","(0.42829903960227966, 0.5630089640617371, -0.28423506021499634)","(0.4491857886314392, 0.5462178587913513, 0.2662906050682068)","(0.4908915162086487, 0.540574848651886, -0.18973492085933685)","(0.4978936016559601, 0.5281510353088379, 0.18985402584075928)","(0.42684292793273926, 0.4240788519382477, -0.24752964079380035)","(0.4263761341571808, 0.4230998456478119, 0.17264115810394287)","(0.38344666361808777, 0.5330275297164917, -0.024188613519072533)","(0.39380943775177, 0.5248194336891174, 0.36527130007743835)","(0.39820191264152527, 0.5486777424812317, -0.0025003813207149506)","(0.4077962338924408, 0.5431831479072571, 0.376323401927948)","(0.30067873001098633, 0.5551924705505371, 0.04255039244890213)","(0.30858704447746277, 0.5496225953102112, 0.40410345792770386)"
"(0.8302563428878784, 0.5335531830787659, -0.007230319082736969)","(0.8466973304748535, 0.5405054688453674, -0.041439808905124664)","(0.8465861678123474, 0.5420681238174438, -0.04131041094660759)","(0.8467079401016235, 0.5437594056129456, -0.041280366480350494)","(0.8475348353385925, 0.5393725037574768, 0.014234568923711777)","(0.8479934930801392, 0.5401078462600708, 0.01424408983439207)","(0.848484456539154, 0.540953516960144, 0.014107130467891693)","(0.8409706950187683, 0.5549718141555786, -0.12890475988388062)","(0.8432679176330566, 0.5521313548088074, 0.11714662611484528)","(0.8136624693870544, 0.5373073816299438, -0.03583147004246712)","(0.8140943050384521, 0.5352445244789124, 0.035900577902793884)","(0.7537992596626282, 0.5688396692276001, -0.2827868163585663)","(0.7439264059066772, 0.5506048202514648, 0.27791541814804077)","(0.6043822169303894, 0.5739644765853882, -0.34141069650650024)","(0.6012988686561584, 0.5512778162956238, 0.3344947099685669)","(0.4618350863456726, 0.5671496987342834, -0.2937326729297638)","(0.48337310552597046, 0.5466663837432861, 0.2863077223300934)","(0.41697007417678833, 0.5697993040084839, -0.3398265540599823)","(0.4527241587638855, 0.5436700582504272, 0.31425780057907104)","(0.4137120246887207, 0.5659171342849731, -0.30551785230636597)","(0.4328556954860687, 0.5444499254226685, 0.26775091886520386)","(0.4278102517127991, 0.5626344084739685, -0.27760636806488037)","(0.45020556449890137, 0.5450762510299683, 0.26661935448646545)","(0.49274808168411255, 0.5402877330780029, -0.18993082642555237)","(0.4989112913608551, 0.5280588269233704, 0.19004082679748535)","(0.4263814389705658, 0.4239778518676758, -0.25923556089401245)","(0.42333370447158813, 0.42363959550857544, 0.1719840168952942)","(0.38405197858810425, 0.5346809029579163, -0.01463780365884304)","(0.3906405568122864, 0.525010883808136, 0.3686257600784302)","(0.39930039644241333, 0.5488181710243225, 0.00923357717692852)","(0.40539634227752686, 0.54317307472229, 0.38102734088897705)","(0.3015720248222351, 0.5551685690879822, 0.05596637353301048)","(0.3074395954608917, 0.549437940120697, 0.4088882505893707)"
"(0.831683874130249, 0.5327894687652588, -0.014064735732972622)","(0.8479824662208557, 0.539434552192688, -0.04820418730378151)","(0.847831130027771, 0.5409561991691589, -0.04808145761489868)","(0.8478512167930603, 0.5426394939422607, -0.04805101826786995)","(0.8486535549163818, 0.538382887840271, 0.006869269069284201)","(0.8490296006202698, 0.5391312837600708, 0.006877811159938574)","(0.8494561314582825, 0.5400248765945435, 0.006742923054844141)","(0.841399610042572, 0.5539939999580383, -0.13321511447429657)","(0.8438445925712585, 0.5512348413467407, 0.10992100834846497)","(0.8148995041847229, 0.5365281105041504, -0.04168695583939552)","(0.8153429627418518, 0.5345986485481262, 0.029264699667692184)","(0.7543334364891052, 0.567272961139679, -0.2848745882511139)","(0.7452478408813477, 0.5498285889625549, 0.2737462520599365)","(0.6045668125152588, 0.5728611946105957, -0.3458685278892517)","(0.6019358038902283, 0.5508717894554138, 0.3322893977165222)","(0.4616895020008087, 0.5668033361434937, -0.29960647225379944)","(0.48640522360801697, 0.546775221824646, 0.28199851512908936)","(0.41701820492744446, 0.569315493106842, -0.3457145094871521)","(0.45500487089157104, 0.5437495708465576, 0.30958208441734314)","(0.41393497586250305, 0.5654990673065186, -0.3117181658744812)","(0.43569010496139526, 0.5444743633270264, 0.2626935541629791)","(0.42804309725761414, 0.5623904466629028, -0.28360748291015625)","(0.45195087790489197, 0.5454984307289124, 0.26231566071510315)","(0.4927825927734375, 0.5396090149879456, -0.1902284026145935)","(0.4988946318626404, 0.5277140736579895, 0.19032981991767883)","(0.41769105195999146, 0.42340755462646484, -0.254488468170166)","(0.4209052622318268, 0.4244007468223572, 0.1747279316186905)","(0.38293999433517456, 0.5352808833122253, -0.014434045180678368)","(0.39090535044670105, 0.5250590443611145, 0.3716883659362793)","(0.39924031496047974, 0.5494626760482788, 0.008572859689593315)","(0.4065123200416565, 0.5433658361434937, 0.38409462571144104)","(0.30009350180625916, 0.5549719929695129, 0.054567188024520874)","(0.3065538704395294, 0.5486811399459839, 0.41286319494247437)"
"(0.8336115479469299, 0.5319744348526001, -0.016579503193497658)","(0.8495185971260071, 0.53862464427948, -0.05078265443444252)","(0.8493911623954773, 0.5401146411895752, -0.050659045577049255)","(0.8494217991828918, 0.5418200492858887, -0.050628501921892166)","(0.8501031398773193, 0.5376490354537964, 0.004137498792260885)","(0.850449800491333, 0.538406491279602, 0.004144421312958002)","(0.8508962988853455, 0.539341151714325, 0.004003331996500492)","(0.8420811891555786, 0.5531736612319946, -0.1359671950340271)","(0.8445745706558228, 0.5504938364028931, 0.10656462609767914)","(0.8164447546005249, 0.5356109142303467, -0.04422576352953911)","(0.8170019388198853, 0.5338135957717896, 0.026584720239043236)","(0.7548633217811584, 0.565856397151947, -0.2868681252002716)","(0.7462431788444519, 0.548667311668396, 0.27114298939704895)","(0.606156587600708, 0.5721774101257324, -0.3470160961151123)","(0.6034680008888245, 0.5501421689987183, 0.3304356336593628)","(0.4619411528110504, 0.5666179060935974, -0.3035200238227844)","(0.4891749620437622, 0.5467385649681091, 0.2830410897731781)","(0.41739583015441895, 0.5689837336540222, -0.3498477637767792)","(0.45754554867744446, 0.5432398915290833, 0.31119218468666077)","(0.41461172699928284, 0.5651822090148926, -0.3154679536819458)","(0.43906670808792114, 0.5442596673965454, 0.2636810541152954)","(0.4288772642612457, 0.5622380971908569, -0.2874410152435303)","(0.4546535015106201, 0.545547366142273, 0.2630714774131775)","(0.4927738904953003, 0.5386636257171631, -0.19130966067314148)","(0.4991415739059448, 0.5268740057945251, 0.191413015127182)","(0.40986672043800354, 0.4234432280063629, -0.25477296113967896)","(0.4175267815589905, 0.42472290992736816, 0.17660997807979584)","(0.38216912746429443, 0.5360636115074158, -0.01568843610584736)","(0.392496794462204, 0.5249791741371155, 0.3727297782897949)","(0.39864838123321533, 0.5503658056259155, 0.00790402665734291)","(0.40822237730026245, 0.5433581471443176, 0.38505545258522034)","(0.2993783950805664, 0.5549445152282715, 0.052770957350730896)","(0.30829930305480957, 0.548385739326477, 0.41391149163246155)"
"(0.8339266180992126, 0.5311140418052673, -0.038220975548028946)","(0.8499221801757812, 0.5376467704772949, -0.07279124855995178)","(0.8498057723045349, 0.5391213297843933, -0.07266218960285187)","(0.8498368859291077, 0.5408285856246948, -0.07263108342885971)","(0.8504526615142822, 0.5367076396942139, -0.018276479095220566)","(0.8507828712463379, 0.5374767184257507, -0.018280159682035446)","(0.851226806640625, 0.5384403467178345, -0.018442809581756592)","(0.8423090577125549, 0.5521788001060486, -0.15809226036071777)","(0.8447840213775635, 0.549606204032898, 0.08306068181991577)","(0.8167596459388733, 0.5347960591316223, -0.0655125230550766)","(0.8173038959503174, 0.5329897403717041, 0.0049010817892849445)","(0.7553088665008545, 0.5645162463188171, -0.3056371212005615)","(0.7471837997436523, 0.5475195050239563, 0.2526494264602661)","(0.6066588759422302, 0.5709840655326843, -0.363619327545166)","(0.604830265045166, 0.5486797094345093, 0.3125804364681244)","(0.4624793529510498, 0.5659705996513367, -0.3272518813610077)","(0.4901749789714813, 0.5456963777542114, 0.2652284502983093)","(0.41881057620048523, 0.5685206651687622, -0.3753681480884552)","(0.4589637815952301, 0.5420606136322021, 0.2929769456386566)","(0.4161933362483978, 0.5647463202476501, -0.3412221670150757)","(0.4410739541053772, 0.5432305932044983, 0.2444593608379364)","(0.43049874901771545, 0.5618342161178589, -0.3114471435546875)","(0.457049697637558, 0.543892502784729, 0.2448347955942154)","(0.4927722215652466, 0.5374355316162109, -0.1922210305929184)","(0.49982374906539917, 0.5256117582321167, 0.1923249512910843)","(0.4060785472393036, 0.4234131872653961, -0.25302407145500183)","(0.4148520231246948, 0.4244546890258789, 0.18108072876930237)","(0.3808943033218384, 0.536450982093811, -0.016257790848612785)","(0.3922708332538605, 0.5246204137802124, 0.38046252727508545)","(0.39851924777030945, 0.5507620573043823, 0.00655894260853529)","(0.40889671444892883, 0.5430933237075806, 0.39319220185279846)","(0.299603134393692, 0.5546872019767761, 0.050541963428258896)","(0.3092744052410126, 0.5480595827102661, 0.4239996075630188)"
"(0.8339904546737671, 0.5298248529434204, -0.028598589822649956)","(0.8500446677207947, 0.5364932417869568, -0.06270167976617813)","(0.8499265313148499, 0.5379394292831421, -0.06257268041372299)","(0.8499464392662048, 0.5396286845207214, -0.06254590302705765)","(0.8505503535270691, 0.5355974435806274, -0.007977103814482689)","(0.8508689999580383, 0.5363813638687134, -0.007978454232215881)","(0.8513027429580688, 0.537367045879364, -0.008152391761541367)","(0.842393159866333, 0.5509967803955078, -0.14896845817565918)","(0.8448410630226135, 0.5485981702804565, 0.09339012205600739)","(0.8167798519134521, 0.5335717797279358, -0.05617314949631691)","(0.8173090815544128, 0.5317824482917786, 0.014544219709932804)","(0.7561169862747192, 0.5636743307113647, -0.302988737821579)","(0.7472524046897888, 0.5463895797729492, 0.2642073631286621)","(0.6091445088386536, 0.5705269575119019, -0.3620242774486542)","(0.6051790714263916, 0.5477185845375061, 0.32473325729370117)","(0.4634547829627991, 0.5654218196868896, -0.3268682360649109)","(0.4879874885082245, 0.5458002686500549, 0.2821313142776489)","(0.4196993410587311, 0.5682093501091003, -0.37463515996932983)","(0.4588870704174042, 0.5414555072784424, 0.3118533790111542)","(0.4171556234359741, 0.5643634796142578, -0.34071221947669983)","(0.4410859942436218, 0.5429298281669617, 0.2638036906719208)","(0.4316469728946686, 0.5614113807678223, -0.31114935874938965)","(0.45689505338668823, 0.543972909450531, 0.261968731880188)","(0.49292707443237305, 0.5369009971618652, -0.19400261342525482)","(0.4999065101146698, 0.5250279307365417, 0.19410400092601776)","(0.4047427177429199, 0.42306700348854065, -0.2556752562522888)","(0.41305434703826904, 0.42360711097717285, 0.18271782994270325)","(0.3806006610393524, 0.5363985300064087, -0.016117341816425323)","(0.39084917306900024, 0.5244749784469604, 0.3866381049156189)","(0.3988455533981323, 0.550772488117218, 0.006561594549566507)","(0.40763476490974426, 0.5427974462509155, 0.4001992642879486)","(0.29917317628860474, 0.5543900728225708, 0.04974856972694397)","(0.3077097535133362, 0.5478258728981018, 0.4295479357242584)"
"(0.8339996337890625, 0.5290926098823547, -0.03436516225337982)","(0.8501022458076477, 0.5357898473739624, -0.06887539476156235)","(0.849984884262085, 0.537245512008667, -0.06875191628932953)","(0.8500028848648071, 0.5389605760574341, -0.06872708350419998)","(0.8506022691726685, 0.5349201560020447, -0.013613447546958923)","(0.8509180545806885, 0.5357145071029663, -0.013614067807793617)","(0.8513517379760742, 0.5367244482040405, -0.013782069087028503)","(0.8424105048179626, 0.550327479839325, -0.1554427295923233)","(0.8448575139045715, 0.5480179190635681, 0.08943437784910202)","(0.8167887330055237, 0.5329087972640991, -0.06208457425236702)","(0.8173081278800964, 0.5311635732650757, 0.009365351870656013)","(0.7559507489204407, 0.5627774000167847, -0.3083864450454712)","(0.7471843957901001, 0.5459586381912231, 0.26189523935317993)","(0.608077347278595, 0.5687354803085327, -0.3704836070537567)","(0.6051530838012695, 0.5467936992645264, 0.32352393865585327)","(0.4634314775466919, 0.5644817352294922, -0.33544719219207764)","(0.489393025636673, 0.5444521903991699, 0.2778624892234802)","(0.41969290375709534, 0.5673447847366333, -0.3843649625778198)","(0.4591251015663147, 0.5407108068466187, 0.3075445890426636)","(0.4171268045902252, 0.5636898279190063, -0.3501342535018921)","(0.4419652819633484, 0.5426717400550842, 0.2585572898387909)","(0.4316113293170929, 0.5608910322189331, -0.3197990655899048)","(0.4574761390686035, 0.5439215898513794, 0.2571357786655426)","(0.492817759513855, 0.5359433889389038, -0.19470731914043427)","(0.4997732937335968, 0.5242345333099365, 0.19481854140758514)","(0.4039434790611267, 0.4226171374320984, -0.2542969286441803)","(0.41153427958488464, 0.4232819974422455, 0.1869359314441681)","(0.38096320629119873, 0.5364037156105042, -0.016436289995908737)","(0.3906364440917969, 0.5243882536888123, 0.3849761188030243)","(0.39879298210144043, 0.5507805347442627, 0.005974909290671349)","(0.4069478213787079, 0.5425732135772705, 0.3975769579410553)","(0.2997502088546753, 0.5541109442710876, 0.04914116859436035)","(0.3071938753128052, 0.5477219223976135, 0.4256243407726288)"
"(0.8340079188346863, 0.5283851623535156, -0.034013692289590836)","(0.8501462936401367, 0.5348987579345703, -0.06845947355031967)","(0.8500442504882812, 0.536324143409729, -0.06833650171756744)","(0.8500804305076599, 0.5380321145057678, -0.06831090897321701)","(0.8506264686584473, 0.5341049432754517, -0.013397229835391045)","(0.8509387373924255, 0.5349128246307373, -0.013397222384810448)","(0.851371705532074, 0.5359481573104858, -0.013560313731431961)","(0.8424989581108093, 0.5494898557662964, -0.1558905988931656)","(0.8448741436004639, 0.5473657846450806, 0.08966419100761414)","(0.8168157935142517, 0.5322778224945068, -0.061761677265167236)","(0.8173074722290039, 0.5305957198143005, 0.009673994965851307)","(0.7559376358985901, 0.5622180104255676, -0.3117237687110901)","(0.7470108270645142, 0.5455094575881958, 0.2624683976173401)","(0.6062463521957397, 0.5668311715126038, -0.37462809681892395)","(0.6046398878097534, 0.5454156398773193, 0.32387489080429077)","(0.462431937456131, 0.5625818967819214, -0.341526597738266)","(0.4890475273132324, 0.5420343279838562, 0.27775442600250244)","(0.4194945991039276, 0.56618732213974, -0.3917663097381592)","(0.4588857889175415, 0.5389783978462219, 0.30720964074134827)","(0.4169692099094391, 0.5624855756759644, -0.3574371635913849)","(0.4418453574180603, 0.5414791703224182, 0.2583818733692169)","(0.43111652135849, 0.5596627593040466, -0.3259128928184509)","(0.45731040835380554, 0.543045163154602, 0.25705480575561523)","(0.4927629232406616, 0.5351325869560242, -0.1970827877521515)","(0.49964773654937744, 0.5237899422645569, 0.1971876174211502)","(0.403533399105072, 0.4220292568206787, -0.2534036636352539)","(0.4107639193534851, 0.4224162697792053, 0.19475851953029633)","(0.3809781074523926, 0.5363304018974304, -0.015429344028234482)","(0.39099743962287903, 0.5236456394195557, 0.3991730213165283)","(0.39935821294784546, 0.5505136251449585, 0.006564421579241753)","(0.40815794467926025, 0.5417237281799316, 0.4124423563480377)","(0.2999476194381714, 0.5534625053405762, 0.048455655574798584)","(0.30815356969833374, 0.5471232533454895, 0.44166281819343567)"
"(0.8340091109275818, 0.5278602838516235, -0.04143764451146126)","(0.8501498103141785, 0.5343455076217651, -0.07630185782909393)","(0.8500488996505737, 0.5357537269592285, -0.07618672400712967)","(0.8500847816467285, 0.5374560356140137, -0.07616578042507172)","(0.8506311774253845, 0.5336303114891052, -0.02027532458305359)","(0.8509445786476135, 0.5344523191452026, -0.020273692905902863)","(0.851378858089447, 0.5355179309844971, -0.020434634760022163)","(0.8424984216690063, 0.5488584041595459, -0.16486594080924988)","(0.8448289036750793, 0.5469393134117126, 0.08411109447479248)","(0.816810667514801, 0.5317337512969971, -0.06983321905136108)","(0.8172751665115356, 0.5301358699798584, 0.0027469045016914606)","(0.7554739117622375, 0.5610599517822266, -0.3207056522369385)","(0.7467964887619019, 0.5448106527328491, 0.26009082794189453)","(0.6052573919296265, 0.5651136636734009, -0.38744547963142395)","(0.6044779419898987, 0.5442713499069214, 0.3211202323436737)","(0.4623427391052246, 0.5605407357215881, -0.3600813150405884)","(0.4888339936733246, 0.5403911471366882, 0.26960891485214233)","(0.41962143778800964, 0.5648087859153748, -0.4125067889690399)","(0.4585806429386139, 0.537601113319397, 0.2986534535884857)","(0.4170893430709839, 0.5605304837226868, -0.3783799409866333)","(0.4415726959705353, 0.540032684803009, 0.24875324964523315)","(0.43110767006874084, 0.5574733018875122, -0.34478533267974854)","(0.4570953845977783, 0.5417622923851013, 0.2482781708240509)","(0.4927050769329071, 0.5340944528579712, -0.19831500947475433)","(0.4995584785938263, 0.5231534242630005, 0.1984289586544037)","(0.40328681468963623, 0.42172136902809143, -0.25297123193740845)","(0.4101721942424774, 0.4224579334259033, 0.2036380171775818)","(0.38067343831062317, 0.535710334777832, -0.013830387964844704)","(0.38992902636528015, 0.5232892632484436, 0.4061548411846161)","(0.3990288972854614, 0.5500844717025757, 0.008048659190535545)","(0.4072766900062561, 0.5413523316383362, 0.4188700020313263)","(0.2999430000782013, 0.552922785282135, 0.04978248104453087)","(0.3076585829257965, 0.5465770959854126, 0.4496806561946869)"
"(0.8321707248687744, 0.5274718403816223, -0.04514724388718605)","(0.8489362001419067, 0.5338431596755981, -0.07983078062534332)","(0.8488876223564148, 0.5352634191513062, -0.07971211522817612)","(0.8489285707473755, 0.5369518995285034, -0.07968973368406296)","(0.8492854833602905, 0.5331370830535889, -0.02445034682750702)","(0.8495724201202393, 0.5339833498001099, -0.02444726601243019)","(0.8499571084976196, 0.5350611209869385, -0.024603912606835365)","(0.8416298031806946, 0.5483513474464417, -0.16803912818431854)","(0.8438419699668884, 0.5465380549430847, 0.07729470729827881)","(0.8155589699745178, 0.5314408540725708, -0.07371794432401657)","(0.815651535987854, 0.5298690795898438, -0.0021115310955792665)","(0.7535934448242188, 0.5602651238441467, -0.31849533319473267)","(0.7465420365333557, 0.5443563461303711, 0.24621833860874176)","(0.6000314354896545, 0.5652471780776978, -0.38394901156425476)","(0.6029065847396851, 0.5446313619613647, 0.3056058883666992)","(0.4601139426231384, 0.5596857666969299, -0.3410671055316925)","(0.48833438754081726, 0.5404034852981567, 0.2579859793186188)","(0.4190603792667389, 0.5639413595199585, -0.3901020884513855)","(0.4584183990955353, 0.537651777267456, 0.28578120470046997)","(0.416565477848053, 0.5596541166305542, -0.35868316888809204)","(0.44078898429870605, 0.5391406416893005, 0.23824556171894073)","(0.430593878030777, 0.5565241575241089, -0.32655489444732666)","(0.4570137858390808, 0.5403221845626831, 0.23770207166671753)","(0.4913487732410431, 0.5338226556777954, -0.1961946338415146)","(0.49952957034111023, 0.5226708650588989, 0.19629378616809845)","(0.4021882712841034, 0.4216082692146301, -0.2528825104236603)","(0.40963029861450195, 0.4218154549598694, 0.19662275910377502)","(0.38027098774909973, 0.5356107354164124, -0.012864219024777412)","(0.3903100788593292, 0.522704541683197, 0.40201085805892944)","(0.3986489474773407, 0.5497850775718689, 0.00909336656332016)","(0.4081179201602936, 0.5408301949501038, 0.4139818549156189)","(0.29926788806915283, 0.5525181293487549, 0.05293591320514679)","(0.3079840838909149, 0.5458647608757019, 0.44091373682022095)"
"(0.8299865126609802, 0.5270061492919922, -0.04256383702158928)","(0.8473678827285767, 0.5332187414169312, -0.07691065967082977)","(0.8474113345146179, 0.5346412062644958, -0.0767919272184372)","(0.847503125667572, 0.5363277792930603, -0.07677321881055832)","(0.8476976752281189, 0.5325087308883667, -0.022246530279517174)","(0.8480519652366638, 0.5333525538444519, -0.022237801924347878)","(0.8484836220741272, 0.5344232320785522, -0.022386042401194572)","(0.8409318923950195, 0.5479272603988647, -0.16740350425243378)","(0.8429664373397827, 0.5461653470993042, 0.07897011190652847)","(0.8138598799705505, 0.5311784744262695, -0.07238685339689255)","(0.8137660622596741, 0.5295883417129517, -0.001747120637446642)","(0.7521433234214783, 0.5605278015136719, -0.3124033510684967)","(0.7464083433151245, 0.5445161461830139, 0.24479402601718903)","(0.6001700758934021, 0.5657278299331665, -0.36432284116744995)","(0.6024511456489563, 0.5449121594429016, 0.30409860610961914)","(0.46025094389915466, 0.5601007342338562, -0.3152469992637634)","(0.48872047662734985, 0.5407401323318481, 0.25831449031829834)","(0.4190995991230011, 0.5637715458869934, -0.3605674207210541)","(0.45827412605285645, 0.5379045009613037, 0.2849990725517273)","(0.4166138470172882, 0.5597442388534546, -0.3286574184894562)","(0.44073715806007385, 0.5394402146339417, 0.23825153708457947)","(0.4306390881538391, 0.556745171546936, -0.3003074824810028)","(0.4568208158016205, 0.5402556657791138, 0.23829816281795502)","(0.49123725295066833, 0.533653736114502, -0.19219495356082916)","(0.49945658445358276, 0.5224347114562988, 0.19227053225040436)","(0.4006134867668152, 0.42153096199035645, -0.2525578737258911)","(0.4078632891178131, 0.4216209352016449, 0.17351719737052917)","(0.3800145387649536, 0.5355879068374634, -0.013136784546077251)","(0.39019185304641724, 0.5226474404335022, 0.38224610686302185)","(0.3983052670955658, 0.5497688055038452, 0.0087058637291193)","(0.40747833251953125, 0.5406219959259033, 0.3954862356185913)","(0.29917874932289124, 0.5523240566253662, 0.050875224173069)","(0.306552916765213, 0.5451399087905884, 0.4191359579563141)"
"(0.8274369835853577, 0.5267317295074463, -0.03538445755839348)","(0.8447914123535156, 0.5328162312507629, -0.06948839873075485)","(0.8449594378471375, 0.5342504978179932, -0.06937505304813385)","(0.8451352715492249, 0.5359216928482056, -0.06935694813728333)","(0.8450243473052979, 0.5320998430252075, -0.01513709593564272)","(0.8454274535179138, 0.5329520106315613, -0.015131433494389057)","(0.8458976149559021, 0.5340126156806946, -0.015285433270037174)","(0.83951735496521, 0.5476424694061279, -0.15965887904167175)","(0.841335117816925, 0.5458334684371948, 0.08337157219648361)","(0.8116077780723572, 0.5309846997261047, -0.06497664004564285)","(0.8114269971847534, 0.529441773891449, 0.0051947529427707195)","(0.7519199848175049, 0.5604790449142456, -0.30496543645858765)","(0.7456194758415222, 0.5445511937141418, 0.24642109870910645)","(0.6002377271652222, 0.565523087978363, -0.35571205615997314)","(0.6013875603675842, 0.5447005033493042, 0.3059151768684387)","(0.4602666199207306, 0.5596812963485718, -0.31107357144355774)","(0.4882346987724304, 0.5403749346733093, 0.2594486474990845)","(0.41905173659324646, 0.563136100769043, -0.35645994544029236)","(0.4570053815841675, 0.5378014445304871, 0.2866111397743225)","(0.416570246219635, 0.5589101314544678, -0.3239200711250305)","(0.4404226541519165, 0.5390928983688354, 0.23922377824783325)","(0.4306325614452362, 0.5559355020523071, -0.29589149355888367)","(0.4560461640357971, 0.5397159457206726, 0.2392335683107376)","(0.489942342042923, 0.5326637029647827, -0.19114328920841217)","(0.4985232949256897, 0.5213619470596313, 0.1912107616662979)","(0.3963543474674225, 0.42148885130882263, -0.25430676341056824)","(0.4036736786365509, 0.42136043310165405, 0.16621416807174683)","(0.3793399930000305, 0.535491406917572, -0.012461608275771141)","(0.38947927951812744, 0.5222761034965515, 0.3817923665046692)","(0.3976046144962311, 0.5495718121528625, 0.009594503790140152)","(0.40676796436309814, 0.5401765704154968, 0.3954193890094757)","(0.29798465967178345, 0.552099883556366, 0.05043387785553932)","(0.30577346682548523, 0.5448059439659119, 0.41915780305862427)"
"(0.8265929222106934, 0.5264281034469604, -0.03592091053724289)","(0.8438785076141357, 0.5326043367385864, -0.07027021050453186)","(0.8440378904342651, 0.5340808033943176, -0.07015535980463028)","(0.8441978693008423, 0.5357791185379028, -0.07013846188783646)","(0.844165563583374, 0.5318278074264526, -0.01579335331916809)","(0.8445914387702942, 0.5326693654060364, -0.01578698866069317)","(0.8450749516487122, 0.5337058901786804, -0.015941957011818886)","(0.8386304974555969, 0.5475934743881226, -0.16060437262058258)","(0.8404647707939148, 0.545661449432373, 0.08223754912614822)","(0.8105624914169312, 0.5307661890983582, -0.06550666689872742)","(0.8103854656219482, 0.529155433177948, 0.0048660091124475)","(0.7505245804786682, 0.5606580972671509, -0.30494076013565063)","(0.7443628907203674, 0.5445168018341064, 0.24071328341960907)","(0.5975096225738525, 0.565650224685669, -0.3540066182613373)","(0.5982046127319336, 0.5443146824836731, 0.29942062497138977)","(0.4553936719894409, 0.5597808957099915, -0.3080887198448181)","(0.4833429455757141, 0.5399006605148315, 0.25548192858695984)","(0.41559091210365295, 0.5630155801773071, -0.35288411378860474)","(0.4525963366031647, 0.537551760673523, 0.2813430428504944)","(0.41348057985305786, 0.5586017370223999, -0.3207688331604004)","(0.4347429573535919, 0.5386876463890076, 0.23523305356502533)","(0.4269036650657654, 0.5556322336196899, -0.29295775294303894)","(0.45176899433135986, 0.5393951535224915, 0.2356863170862198)","(0.4869365394115448, 0.5320464372634888, -0.1875876933336258)","(0.4965165853500366, 0.5199381709098816, 0.1876247376203537)","(0.390652596950531, 0.4215327203273773, -0.25896352529525757)","(0.39903008937835693, 0.42108282446861267, 0.1577756553888321)","(0.3791814148426056, 0.5353721380233765, -0.003626747988164425)","(0.3898918032646179, 0.5217661261558533, 0.3818460702896118)","(0.39751988649368286, 0.5492521524429321, 0.020641397684812546)","(0.4072514474391937, 0.5396655797958374, 0.3962607979774475)","(0.2975354790687561, 0.5514940023422241, 0.05933104455471039)","(0.3051019608974457, 0.5441379547119141, 0.42017656564712524)"
