0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"(0.6008845567703247, 0.5570307374000549, 0.042405810207128525)","(0.6171871423721313, 0.561265230178833, 0.008470410481095314)","(0.6175571084022522, 0.5633711814880371, 0.008348611183464527)","(0.6178687810897827, 0.5657162070274353, 0.008150758221745491)","(0.618468165397644, 0.5590789318084717, 0.05020493268966675)","(0.6198291182518005, 0.5593502521514893, 0.05042382329702377)","(0.6212236881256104, 0.5597479939460754, 0.05059206113219261)","(0.6147987842559814, 0.5814007520675659, -0.07373934984207153)","(0.6180325150489807, 0.5742815732955933, 0.1167026236653328)","(0.5866098403930664, 0.5634709596633911, 0.019009782001376152)","(0.5874678492546082, 0.5605134963989258, 0.07463372498750687)","(0.5407044887542725, 0.6015226244926453, -0.16362790763378143)","(0.5393785238265991, 0.5835933089256287, 0.2481798380613327)","(0.4000389873981476, 0.6184563636779785, -0.18977195024490356)","(0.4217436909675598, 0.5938121676445007, 0.4089523255825043)","(0.3704017102718353, 0.5541337132453918, -0.051286421716213226)","(0.3823481798171997, 0.5440167188644409, 0.4656863212585449)","(0.36526039242744446, 0.540032684803009, -0.07363954186439514)","(0.38215890526771545, 0.5308796167373657, 0.4861064851284027)","(0.3770301043987274, 0.5381271243095398, -0.04529277980327606)","(0.38680657744407654, 0.5290553569793701, 0.44586002826690674)","(0.38188043236732483, 0.5417143106460571, -0.03281477838754654)","(0.3898116946220398, 0.5332363247871399, 0.4503410756587982)","(0.4596424996852875, 0.4616994261741638, -0.152184396982193)","(0.46376368403434753, 0.4585009515285492, 0.15234063565731049)","(0.5691810846328735, 0.3590393662452698, -0.17084309458732605)","(0.5679042935371399, 0.354802668094635, 0.08064411580562592)","(0.6758043169975281, 0.23506374657154083, -0.1391860693693161)","(0.6750853657722473, 0.2367125302553177, 0.08690309524536133)","(0.6646606922149658, 0.22159354388713837, -0.13405393064022064)","(0.6624085903167725, 0.22290876507759094, 0.0815802812576294)","(0.7705991268157959, 0.19254180788993835, -0.1996936947107315)","(0.7664949297904968, 0.19667650759220123, -0.02327851951122284)"
"(0.6008084416389465, 0.5566411018371582, 0.04290184751152992)","(0.6168461441993713, 0.5607095956802368, 0.00886111706495285)","(0.6171368360519409, 0.5627424716949463, 0.008740219287574291)","(0.6173748970031738, 0.5649923086166382, 0.008542106486856937)","(0.6181623935699463, 0.5586589574813843, 0.05064798519015312)","(0.6194680333137512, 0.5589675903320312, 0.05086616426706314)","(0.6208096146583557, 0.5593935251235962, 0.051035795360803604)","(0.6141111850738525, 0.5807119607925415, -0.07408465445041656)","(0.6174021363258362, 0.5739716291427612, 0.11669711768627167)","(0.5865395069122314, 0.5630915760993958, 0.019178548827767372)","(0.5873117446899414, 0.5601884126663208, 0.07482758909463882)","(0.5406888127326965, 0.601762056350708, -0.16706310212612152)","(0.5393482446670532, 0.5836836695671082, 0.24457375705242157)","(0.3997807502746582, 0.6184536218643188, -0.21045464277267456)","(0.42111214995384216, 0.5938423275947571, 0.37668436765670776)","(0.374898225069046, 0.553712010383606, -0.06003141403198242)","(0.384873628616333, 0.5436683297157288, 0.4003123939037323)","(0.37444740533828735, 0.5392312407493591, -0.08395441621541977)","(0.3889411985874176, 0.529525876045227, 0.4144705533981323)","(0.38562092185020447, 0.5379664897918701, -0.05460411310195923)","(0.3938402533531189, 0.5280447006225586, 0.37483659386634827)","(0.38902366161346436, 0.5417134165763855, -0.04156548157334328)","(0.39588630199432373, 0.5326621532440186, 0.3841843605041504)","(0.46146664023399353, 0.4616926312446594, -0.15231849253177643)","(0.4653838276863098, 0.4585128724575043, 0.1524713635444641)","(0.5651566982269287, 0.35756915807724, -0.16328223049640656)","(0.5645499229431152, 0.3538482189178467, 0.09593161195516586)","(0.6643558740615845, 0.2323300838470459, -0.13178683817386627)","(0.661736786365509, 0.2353299856185913, 0.10100390017032623)","(0.6570695042610168, 0.21748940646648407, -0.12692920863628387)","(0.6543176770210266, 0.22021916508674622, 0.09495428949594498)","(0.7598378658294678, 0.1884634792804718, -0.18643824756145477)","(0.752606213092804, 0.19400255382061005, -0.001470710034482181)"
"(0.6003605723381042, 0.5566143989562988, 0.041236892342567444)","(0.6160006523132324, 0.5606548190116882, 0.006338952109217644)","(0.61622154712677, 0.5626797676086426, 0.006229492835700512)","(0.6164172887802124, 0.5649107098579407, 0.006046950817108154)","(0.6174449324607849, 0.558607280254364, 0.048944149166345596)","(0.6187654137611389, 0.5589116811752319, 0.04917244240641594)","(0.620144248008728, 0.5593301057815552, 0.04935024678707123)","(0.6131919622421265, 0.580599308013916, -0.07875263690948486)","(0.6167029738426208, 0.5739634037017822, 0.1160406544804573)","(0.586226761341095, 0.5630690455436707, 0.017012130469083786)","(0.5868972539901733, 0.5601660013198853, 0.0736430361866951)","(0.5406896471977234, 0.6020100712776184, -0.17826782166957855)","(0.5393274426460266, 0.5841747522354126, 0.24431519210338593)","(0.3997153341770172, 0.6185711622238159, -0.23031772673130035)","(0.4207439124584198, 0.5938338041305542, 0.37874510884284973)","(0.3791431784629822, 0.5536637902259827, -0.06397131085395813)","(0.3870074450969696, 0.5438658595085144, 0.4148924946784973)","(0.3806723356246948, 0.5385454893112183, -0.0889328345656395)","(0.3926718533039093, 0.5290296673774719, 0.43285688757896423)","(0.390921950340271, 0.537545919418335, -0.06085902824997902)","(0.3973376452922821, 0.527832567691803, 0.39347487688064575)","(0.3937337100505829, 0.5416151881217957, -0.04682004079222679)","(0.3989497423171997, 0.5325278043746948, 0.3993782103061676)","(0.4643257260322571, 0.4599231779575348, -0.1524019092321396)","(0.46783608198165894, 0.45710843801498413, 0.15256652235984802)","(0.564178466796875, 0.35312288999557495, -0.1606987714767456)","(0.5640888810157776, 0.3503953516483307, 0.10696762055158615)","(0.6600268483161926, 0.22978632152080536, -0.12829257547855377)","(0.655794084072113, 0.23412105441093445, 0.11521919071674347)","(0.6536785960197449, 0.21341660618782043, -0.12355838716030121)","(0.6503500938415527, 0.21753688156604767, 0.10911889374256134)","(0.7561835646629333, 0.18659645318984985, -0.18279854953289032)","(0.7478412985801697, 0.1918211430311203, 0.0143287880346179)"
"(0.600232720375061, 0.5564239025115967, 0.0465976819396019)","(0.615668535232544, 0.5605650544166565, 0.011252312920987606)","(0.6158819198608398, 0.5625916123390198, 0.011145691387355328)","(0.6160998344421387, 0.5648096799850464, 0.010953324846923351)","(0.6171901822090149, 0.5584875345230103, 0.0568486750125885)","(0.6185412406921387, 0.5587760806083679, 0.057103998959064484)","(0.6199619174003601, 0.5591743588447571, 0.05731123685836792)","(0.6130428314208984, 0.5803452730178833, -0.07340283691883087)","(0.6165116429328918, 0.5738155841827393, 0.13483545184135437)","(0.5861667990684509, 0.5627115964889526, 0.02259453386068344)","(0.5868238210678101, 0.5597890615463257, 0.08304205536842346)","(0.5410478115081787, 0.6022816896438599, -0.1765146404504776)","(0.5392820239067078, 0.5843903422355652, 0.269717812538147)","(0.3996402621269226, 0.6185627579689026, -0.2280721515417099)","(0.418476939201355, 0.5939764380455017, 0.4110274314880371)","(0.38336023688316345, 0.5534645915031433, -0.047996874898672104)","(0.38865622878074646, 0.5440099239349365, 0.4235309064388275)","(0.3856101930141449, 0.5381045341491699, -0.07105578482151031)","(0.39370104670524597, 0.5286962389945984, 0.44184502959251404)","(0.39563411474227905, 0.5375012159347534, -0.04194523021578789)","(0.39948174357414246, 0.5277470946311951, 0.40269961953163147)","(0.39822691679000854, 0.5416677594184875, -0.029309267178177834)","(0.4011155962944031, 0.5326365232467651, 0.4081367552280426)","(0.466064453125, 0.459719717502594, -0.15640497207641602)","(0.4689214825630188, 0.4561764597892761, 0.1565389782190323)","(0.5624536275863647, 0.3495669364929199, -0.16708026826381683)","(0.5637750625610352, 0.3465527594089508, 0.10616611689329147)","(0.657486081123352, 0.22412793338298798, -0.14261695742607117)","(0.6516596674919128, 0.22920756042003632, 0.11361787468194962)","(0.645864725112915, 0.2057044506072998, -0.13880719244480133)","(0.6390213966369629, 0.20975928008556366, 0.10774537920951843)","(0.7542172074317932, 0.18352386355400085, -0.20755089819431305)","(0.7441392540931702, 0.18860530853271484, 0.011182395741343498)"
"(0.5998239517211914, 0.5560696721076965, 0.05082974582910538)","(0.6149251461029053, 0.5601581335067749, 0.01631944440305233)","(0.6151502132415771, 0.5621541738510132, 0.01621348224580288)","(0.6154135465621948, 0.5643261671066284, 0.01602293737232685)","(0.6163629293441772, 0.5581547617912292, 0.062334537506103516)","(0.6176616549491882, 0.5584555268287659, 0.06260102242231369)","(0.6190401911735535, 0.5588639974594116, 0.06281299889087677)","(0.6127499341964722, 0.5798854231834412, -0.06603669375181198)","(0.6158310770988464, 0.5735543966293335, 0.14268913865089417)","(0.5859644412994385, 0.5623915195465088, 0.027299152687191963)","(0.5865643620491028, 0.5595018863677979, 0.08818017691373825)","(0.5414578318595886, 0.6027234792709351, -0.17089204490184784)","(0.5389555096626282, 0.5844396352767944, 0.27374783158302307)","(0.3995426595211029, 0.6182671785354614, -0.21811391413211823)","(0.41658464074134827, 0.5925419330596924, 0.40831950306892395)","(0.38789990544319153, 0.5523379445075989, -0.028972668573260307)","(0.39209654927253723, 0.542853593826294, 0.37843090295791626)","(0.38827505707740784, 0.5372044444084167, -0.04990502819418907)","(0.39697545766830444, 0.5268534421920776, 0.3870254456996918)","(0.39886242151260376, 0.5368756055831909, -0.02163967490196228)","(0.4024958610534668, 0.5265099406242371, 0.3487815260887146)","(0.4019230604171753, 0.5411947965621948, -0.010252909734845161)","(0.4043709337711334, 0.5317429304122925, 0.36090120673179626)","(0.46757686138153076, 0.45981112122535706, -0.15704935789108276)","(0.46938738226890564, 0.45619624853134155, 0.15714120864868164)","(0.5599002242088318, 0.3509873151779175, -0.18472343683242798)","(0.5622162818908691, 0.34682759642601013, 0.08569904416799545)","(0.648781955242157, 0.2219998836517334, -0.17295333743095398)","(0.6430383324623108, 0.22692172229290009, 0.08232202380895615)","(0.6328752040863037, 0.20548796653747559, -0.17033328115940094)","(0.6260602474212646, 0.2092549055814743, 0.07562102377414703)","(0.7456287741661072, 0.17907513678073883, -0.2436777949333191)","(0.7352222204208374, 0.1843803972005844, -0.030894529074430466)"
"(0.5994048118591309, 0.5558173060417175, 0.046473726630210876)","(0.6142527461051941, 0.559851348400116, 0.012317766435444355)","(0.6144684553146362, 0.561827540397644, 0.012203768827021122)","(0.6147383451461792, 0.5639716386795044, 0.012004856020212173)","(0.6157318353652954, 0.5578920245170593, 0.06042145565152168)","(0.6170518398284912, 0.5582100749015808, 0.06070193275809288)","(0.6184634566307068, 0.5586365461349487, 0.060917988419532776)","(0.6123685240745544, 0.5796345472335815, -0.06691437214612961)","(0.6152658462524414, 0.5734735131263733, 0.14593936502933502)","(0.5857509970664978, 0.5621635913848877, 0.025149475783109665)","(0.5863951444625854, 0.5592812895774841, 0.08742046356201172)","(0.5414397716522217, 0.6031414270401001, -0.1714685708284378)","(0.5393458604812622, 0.5847376585006714, 0.29230189323425293)","(0.39948272705078125, 0.6181570291519165, -0.22221344709396362)","(0.42120352387428284, 0.5900048017501831, 0.4634455442428589)","(0.3922702372074127, 0.551999032497406, -0.04031895101070404)","(0.4016607105731964, 0.5424144864082336, 0.47256940603256226)","(0.39599019289016724, 0.5364545583724976, -0.06259625405073166)","(0.4079461395740509, 0.5254845023155212, 0.4879169464111328)","(0.40587377548217773, 0.536332368850708, -0.03416118770837784)","(0.41231977939605713, 0.525383472442627, 0.44513389468193054)","(0.40790677070617676, 0.5408127307891846, -0.021703358739614487)","(0.4135674834251404, 0.5309181213378906, 0.4541122317314148)","(0.4693082273006439, 0.4597809314727783, -0.16022618114948273)","(0.4738438129425049, 0.4562535285949707, 0.1603545844554901)","(0.5551990866661072, 0.3514850437641144, -0.19765804708003998)","(0.5586256384849548, 0.34795838594436646, 0.0720231756567955)","(0.6335151791572571, 0.21965642273426056, -0.1876070201396942)","(0.6294921636581421, 0.22460722923278809, 0.06927061825990677)","(0.6174788475036621, 0.20400604605674744, -0.1852264255285263)","(0.6115603446960449, 0.20870646834373474, 0.062189050018787384)","(0.7309074401855469, 0.1748652309179306, -0.2621932923793793)","(0.7260159850120544, 0.17888392508029938, -0.052040260285139084)"
"(0.5991677045822144, 0.5557587146759033, 0.04418986290693283)","(0.6138013601303101, 0.5598097443580627, 0.01041475124657154)","(0.6139999628067017, 0.5617841482162476, 0.010295907966792583)","(0.6142581701278687, 0.5639203786849976, 0.010108686052262783)","(0.6153570413589478, 0.5578283667564392, 0.059634897857904434)","(0.6167222857475281, 0.5581325888633728, 0.05992360785603523)","(0.618188202381134, 0.5585370659828186, 0.06013535335659981)","(0.6120604276657104, 0.5796233415603638, -0.06743747740983963)","(0.6151003241539001, 0.573356032371521, 0.1478903889656067)","(0.5857003331184387, 0.5620822310447693, 0.023088080808520317)","(0.5863773226737976, 0.5591359734535217, 0.08701545745134354)","(0.5414313673973083, 0.6034249663352966, -0.171800434589386)","(0.5388716459274292, 0.5848543643951416, 0.290863960981369)","(0.3992985486984253, 0.6177629828453064, -0.23495672643184662)","(0.41852259635925293, 0.5891515016555786, 0.441417396068573)","(0.3972398042678833, 0.5514467358589172, -0.07609186321496964)","(0.40395647287368774, 0.541366696357727, 0.38382789492607117)","(0.40105459094047546, 0.5354386568069458, -0.10367429256439209)","(0.4104602038860321, 0.5239534974098206, 0.3895265758037567)","(0.41059526801109314, 0.5352834463119507, -0.0717277079820633)","(0.41503989696502686, 0.5236771106719971, 0.34639036655426025)","(0.41279882192611694, 0.5400837659835815, -0.05679889768362045)","(0.41646432876586914, 0.5293799638748169, 0.36317211389541626)","(0.4700019955635071, 0.46024662256240845, -0.16212399303913116)","(0.47397881746292114, 0.45651334524154663, 0.16222068667411804)","(0.5523136854171753, 0.3523676097393036, -0.2075386941432953)","(0.554872989654541, 0.3485797047615051, 0.06728168576955795)","(0.6237174868583679, 0.22041206061840057, -0.2012462019920349)","(0.6203951239585876, 0.2261354625225067, 0.06564489752054214)","(0.6080809235572815, 0.2062632143497467, -0.20001603662967682)","(0.6040170788764954, 0.21119725704193115, 0.05822630599141121)","(0.7079311609268188, 0.1729336380958557, -0.28177177906036377)","(0.7100480198860168, 0.1803441345691681, -0.056162022054195404)"
"(0.5989331603050232, 0.555758535861969, 0.04345720633864403)","(0.6133970618247986, 0.5598105192184448, 0.009996081702411175)","(0.6136094331741333, 0.5617848634719849, 0.009874473325908184)","(0.6138902306556702, 0.56391841173172, 0.009691639803349972)","(0.6149476766586304, 0.5578180551528931, 0.05958986654877663)","(0.6163212656974792, 0.5581108331680298, 0.059869904071092606)","(0.6178051233291626, 0.5584958791732788, 0.06008226424455643)","(0.6118894219398499, 0.5796204805374146, -0.06727644056081772)","(0.6148791313171387, 0.5731983184814453, 0.15066376328468323)","(0.5856665968894958, 0.5620731711387634, 0.022675804793834686)","(0.5863634943962097, 0.5590941905975342, 0.08643544465303421)","(0.5415101647377014, 0.6037380695343018, -0.17139850556850433)","(0.5384311079978943, 0.5850673317909241, 0.2939150929450989)","(0.39911824464797974, 0.6175588369369507, -0.23599299788475037)","(0.4163263142108917, 0.5891972184181213, 0.4312603771686554)","(0.4001498222351074, 0.550810694694519, -0.08756448328495026)","(0.4036659598350525, 0.5411864519119263, 0.3646681010723114)","(0.40398162603378296, 0.5346253514289856, -0.11644157022237778)","(0.4101293683052063, 0.5236185789108276, 0.370490700006485)","(0.41315758228302, 0.5345287322998047, -0.08335274457931519)","(0.414823442697525, 0.5232627391815186, 0.3268483579158783)","(0.41526657342910767, 0.5395733118057251, -0.06789590418338776)","(0.41641348600387573, 0.5290660858154297, 0.3439353108406067)","(0.4712299704551697, 0.4607864320278168, -0.16336791217327118)","(0.4737567603588104, 0.4565780758857727, 0.16343243420124054)","(0.5497106909751892, 0.35296308994293213, -0.21671344339847565)","(0.5525596141815186, 0.3492391109466553, 0.057304780930280685)","(0.6160038709640503, 0.22188112139701843, -0.2091236114501953)","(0.6144307851791382, 0.2266504466533661, 0.05684360861778259)","(0.6002129316329956, 0.2077637016773224, -0.20794612169265747)","(0.5974045395851135, 0.21145761013031006, 0.04917657747864723)","(0.6917672157287598, 0.17233891785144806, -0.2908574640750885)","(0.6946730613708496, 0.17710836231708527, -0.07014070451259613)"
"(0.5988320708274841, 0.5557658076286316, 0.042170777916908264)","(0.613132894039154, 0.5598167777061462, 0.009189317934215069)","(0.6133522987365723, 0.5617892742156982, 0.009064409881830215)","(0.6136481761932373, 0.5639204978942871, 0.00888383574783802)","(0.6147168278694153, 0.5578169226646423, 0.05889144539833069)","(0.6161131262779236, 0.5581029653549194, 0.059176988899707794)","(0.6176272034645081, 0.5584722757339478, 0.059384845197200775)","(0.6117843389511108, 0.579598069190979, -0.06733701378107071)","(0.6148260235786438, 0.5730963349342346, 0.15047669410705566)","(0.5856717228889465, 0.5620750188827515, 0.02178247459232807)","(0.586407482624054, 0.5590816140174866, 0.08638659864664078)","(0.5414760708808899, 0.6038430333137512, -0.17003591358661652)","(0.5386375784873962, 0.5853314995765686, 0.2936958074569702)","(0.3976278603076935, 0.6175334453582764, -0.235108882188797)","(0.4163203835487366, 0.5892147421836853, 0.4455420672893524)","(0.4014950096607208, 0.5504851341247559, -0.0880480632185936)","(0.40789303183555603, 0.5411630868911743, 0.4175373613834381)","(0.4062191843986511, 0.5341335535049438, -0.11542671173810959)","(0.4146016836166382, 0.5234659910202026, 0.4250752329826355)","(0.4153081774711609, 0.5340842008590698, -0.08238241076469421)","(0.4189077615737915, 0.5230896472930908, 0.379364550113678)","(0.41701072454452515, 0.5393074750900269, -0.06824497878551483)","(0.42018622159957886, 0.5289601683616638, 0.3963386118412018)","(0.47214049100875854, 0.46089357137680054, -0.16324938833713531)","(0.47597557306289673, 0.45671892166137695, 0.1633221060037613)","(0.5472817420959473, 0.3531152307987213, -0.21860942244529724)","(0.5502074956893921, 0.3497263789176941, 0.04378794506192207)","(0.6098060011863708, 0.22093629837036133, -0.21513041853904724)","(0.6071996688842773, 0.2258693277835846, 0.04016033187508583)","(0.5926669239997864, 0.20666103065013885, -0.21434642374515533)","(0.5896169543266296, 0.2102452516555786, 0.031976863741874695)","(0.6849632859230042, 0.16873346269130707, -0.29855477809906006)","(0.6881062388420105, 0.17621709406375885, -0.09003466367721558)"
"(0.5987502336502075, 0.5557656288146973, 0.0284685418009758)","(0.612915575504303, 0.5598183870315552, -0.00427744397893548)","(0.6131290793418884, 0.5617910623550415, -0.00439855782315135)","(0.6134264469146729, 0.5639199018478394, -0.004564083181321621)","(0.6145347356796265, 0.5578040480613708, 0.045115306973457336)","(0.615945041179657, 0.558072030544281, 0.045375850051641464)","(0.6174792051315308, 0.5584110021591187, 0.04556126520037651)","(0.6116431355476379, 0.5795400738716125, -0.07517553120851517)","(0.6147680282592773, 0.5729018449783325, 0.14975036680698395)","(0.5856730341911316, 0.5620567202568054, 0.009506582282483578)","(0.5864429473876953, 0.5589993000030518, 0.07468530535697937)","(0.5414274334907532, 0.6038674116134644, -0.17307911813259125)","(0.5393454432487488, 0.5854207277297974, 0.29078409075737)","(0.3966194987297058, 0.6175203919410706, -0.24865692853927612)","(0.4219534993171692, 0.5885213613510132, 0.45693710446357727)","(0.402454674243927, 0.5501546859741211, -0.11327224224805832)","(0.41262954473495483, 0.5409401059150696, 0.4565405249595642)","(0.40765392780303955, 0.5335484743118286, -0.14423413574695587)","(0.41995567083358765, 0.5227376222610474, 0.469184547662735)","(0.4169917106628418, 0.5334409475326538, -0.11079130321741104)","(0.423444926738739, 0.5224897265434265, 0.4221635162830353)","(0.41853955388069153, 0.5388818979263306, -0.09405254572629929)","(0.42449119687080383, 0.528504490852356, 0.43603894114494324)","(0.4733772575855255, 0.46058017015457153, -0.1632820963859558)","(0.47874802350997925, 0.4565408229827881, 0.16337095201015472)","(0.5454937219619751, 0.3521810472011566, -0.21910621225833893)","(0.5484103560447693, 0.3498004376888275, 0.050403546541929245)","(0.5995587706565857, 0.2211257964372635, -0.2068290263414383)","(0.5970437526702881, 0.22537755966186523, 0.051818132400512695)","(0.5836619138717651, 0.20643755793571472, -0.20507454872131348)","(0.5816224217414856, 0.20988424122333527, 0.04436312988400459)","(0.6756263971328735, 0.16896504163742065, -0.2885837256908417)","(0.6796861290931702, 0.17366346716880798, -0.07688451558351517)"
"(0.5985375046730042, 0.5557661056518555, 0.010000390000641346)","(0.6126036047935486, 0.5598240494728088, -0.02267572656273842)","(0.6128530502319336, 0.5617966055870056, -0.022800564765930176)","(0.6131917834281921, 0.5639222860336304, -0.022959137335419655)","(0.6141366362571716, 0.5578036308288574, 0.027557561174035072)","(0.6155198216438293, 0.5580679774284363, 0.027805441990494728)","(0.617047905921936, 0.5583992600440979, 0.027987344190478325)","(0.61149662733078, 0.5795339345932007, -0.08633344620466232)","(0.6144788265228271, 0.5727893114089966, 0.1460055410861969)","(0.5856719613075256, 0.5620404481887817, -0.0064973183907568455)","(0.5864478349685669, 0.5589572191238403, 0.0598350428044796)","(0.5413315892219543, 0.6038349866867065, -0.17991229891777039)","(0.5392626523971558, 0.5855318903923035, 0.2956632971763611)","(0.3962762951850891, 0.6173674464225769, -0.2637498676776886)","(0.42129945755004883, 0.5894104242324829, 0.4389389753341675)","(0.40567338466644287, 0.5499152541160583, -0.1359744369983673)","(0.4128190279006958, 0.5408776998519897, 0.35464727878570557)","(0.4111308157444, 0.5333346724510193, -0.17235787212848663)","(0.41982603073120117, 0.5224820375442505, 0.35903400182724)","(0.4199247658252716, 0.5331711769104004, -0.13678614795207977)","(0.4235377013683319, 0.5222670435905457, 0.3083389401435852)","(0.4212389588356018, 0.5387184619903564, -0.11633092910051346)","(0.42473793029785156, 0.52833092212677, 0.33086398243904114)","(0.47607722878456116, 0.46047449111938477, -0.16644707322120667)","(0.47991126775741577, 0.45602673292160034, 0.16654489934444427)","(0.54205322265625, 0.3517799377441406, -0.2234363555908203)","(0.5454486608505249, 0.3495894968509674, 0.06611529737710953)","(0.5905659794807434, 0.2203589230775833, -0.20101848244667053)","(0.5879939794540405, 0.22485201060771942, 0.08963853865861893)","(0.5724751353263855, 0.20524266362190247, -0.1989946812391281)","(0.5708264112472534, 0.20931246876716614, 0.08351457118988037)","(0.655788242816925, 0.16721060872077942, -0.2818150520324707)","(0.656636655330658, 0.17240507900714874, -0.04719168320298195)"
"(0.5979242324829102, 0.5557687282562256, 0.01289359200745821)","(0.6121406555175781, 0.5598307847976685, -0.020782504230737686)","(0.6124387979507446, 0.5617986917495728, -0.020908813923597336)","(0.612825334072113, 0.5639229416847229, -0.02106819488108158)","(0.6135228872299194, 0.5578081607818604, 0.029965350404381752)","(0.6148606538772583, 0.5580678582191467, 0.030215559527277946)","(0.6163609623908997, 0.5583971738815308, 0.03039829432964325)","(0.6112504601478577, 0.5794349908828735, -0.08666618913412094)","(0.614022970199585, 0.572492241859436, 0.14653372764587402)","(0.585426390171051, 0.5619815587997437, -0.004473569802939892)","(0.5861971378326416, 0.5588915348052979, 0.06224978715181351)","(0.5412160754203796, 0.6038016080856323, -0.1797051727771759)","(0.5367369651794434, 0.5855373740196228, 0.30352768301963806)","(0.3962482810020447, 0.6171396970748901, -0.2612723112106323)","(0.4169778525829315, 0.58942049741745, 0.41630300879478455)","(0.40824371576309204, 0.5496084094047546, -0.12974858283996582)","(0.41202595829963684, 0.5403807163238525, 0.3074710965156555)","(0.4137280285358429, 0.5329325199127197, -0.16539183259010315)","(0.41874611377716064, 0.5218270421028137, 0.31041190028190613)","(0.421758234500885, 0.5328353643417358, -0.12825705111026764)","(0.42242664098739624, 0.5216993689537048, 0.2581106424331665)","(0.4230271279811859, 0.5384783744812012, -0.1094139963388443)","(0.42368805408477783, 0.5278297066688538, 0.2825377881526947)","(0.4789418578147888, 0.4601741433143616, -0.16934403777122498)","(0.4804757535457611, 0.4550139307975769, 0.1694052517414093)","(0.5410289168357849, 0.35123592615127563, -0.22622300684452057)","(0.5432823896408081, 0.3487985134124756, 0.0780041515827179)","(0.5856437683105469, 0.21946723759174347, -0.19911348819732666)","(0.5817883610725403, 0.22415558993816376, 0.10484710335731506)","(0.5674178600311279, 0.20449919998645782, -0.1970006674528122)","(0.563843309879303, 0.2088075429201126, 0.09890235960483551)","(0.6477463841438293, 0.16687239706516266, -0.28137871623039246)","(0.6447061896324158, 0.17315825819969177, -0.029822418466210365)"
"(0.5970660448074341, 0.5558000802993774, 0.005282233003526926)","(0.6114797592163086, 0.559910237789154, -0.028129620477557182)","(0.6118373274803162, 0.5618504881858826, -0.028257790952920914)","(0.612288773059845, 0.5639458298683167, -0.02841336466372013)","(0.6127297282218933, 0.5579168200492859, 0.021789897233247757)","(0.6140565276145935, 0.558169424533844, 0.022042782977223396)","(0.6155824661254883, 0.5584830641746521, 0.022232646122574806)","(0.6109433770179749, 0.579379677772522, -0.08794540166854858)","(0.6135146021842957, 0.5724881887435913, 0.14394286274909973)","(0.5849707722663879, 0.5619606375694275, -0.009068123064935207)","(0.5856115818023682, 0.5588756203651428, 0.05683763325214386)","(0.5412155389785767, 0.6037479639053345, -0.17803175747394562)","(0.533694326877594, 0.5860065221786499, 0.3013237714767456)","(0.3963068127632141, 0.6174460649490356, -0.26946452260017395)","(0.41352561116218567, 0.5922964215278625, 0.38849368691444397)","(0.4091258943080902, 0.5495865941047668, -0.1659265160560608)","(0.4113631248474121, 0.5403236746788025, 0.2723342776298523)","(0.4150921404361725, 0.5325315594673157, -0.20642176270484924)","(0.4183219075202942, 0.5217381715774536, 0.2751539349555969)","(0.42300164699554443, 0.5325077772140503, -0.16649600863456726)","(0.42217177152633667, 0.521483302116394, 0.22077983617782593)","(0.4242962598800659, 0.538340151309967, -0.14570271968841553)","(0.42371150851249695, 0.5275766849517822, 0.24674728512763977)","(0.48226398229599, 0.4595710337162018, -0.1697583645582199)","(0.4814314544200897, 0.4542081356048584, 0.16979338228702545)","(0.5388645529747009, 0.3495475947856903, -0.2256665974855423)","(0.5409399271011353, 0.34635937213897705, 0.08726531267166138)","(0.5819876194000244, 0.21590039134025574, -0.19808818399906158)","(0.57945716381073, 0.21986086666584015, 0.11646656692028046)","(0.563503086566925, 0.20153017342090607, -0.19580486416816711)","(0.561310350894928, 0.20575971901416779, 0.11085104197263718)","(0.6381868720054626, 0.16354086995124817, -0.27815011143684387)","(0.6364279985427856, 0.16941550374031067, -0.017712604254484177)"
