0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"(0.6193088889122009, 0.5525176525115967, 0.05264011397957802)","(0.6357238292694092, 0.5576552152633667, 0.02152409218251705)","(0.6355118751525879, 0.5595682859420776, 0.021548066288232803)","(0.6352832913398743, 0.561778724193573, 0.021423937752842903)","(0.6369612216949463, 0.5555397272109985, 0.07582725584506989)","(0.6375875473022461, 0.5557459592819214, 0.07592979818582535)","(0.6379566788673401, 0.5561237931251526, 0.0760926678776741)","(0.6313993334770203, 0.5786842107772827, -0.0869676023721695)","(0.6316915154457092, 0.5735584497451782, 0.1589268296957016)","(0.6022067666053772, 0.5575888156890869, 0.01422684546560049)","(0.6030425429344177, 0.5548224449157715, 0.08567436784505844)","(0.535581648349762, 0.6015321016311646, -0.21196602284908295)","(0.5379430055618286, 0.5792723298072815, 0.24859346449375153)","(0.3797950744628906, 0.6119504570960999, -0.25099483132362366)","(0.38304823637008667, 0.5839862823486328, 0.32860586047172546)","(0.2476448267698288, 0.6139272451400757, -0.23299166560173035)","(0.2705298364162445, 0.5884533524513245, 0.40007808804512024)","(0.2130880355834961, 0.6198214292526245, -0.2710130214691162)","(0.24009133875370026, 0.5921536087989807, 0.43211522698402405)","(0.2070389837026596, 0.617076575756073, -0.2662610113620758)","(0.2378675639629364, 0.593379020690918, 0.4051532745361328)","(0.21141217648983002, 0.612214982509613, -0.23138488829135895)","(0.24950997531414032, 0.5927979946136475, 0.3894575238227844)","(0.39996057748794556, 0.48907867074012756, -0.16105139255523682)","(0.39630478620529175, 0.47969555854797363, 0.16112977266311646)","(0.6127322316169739, 0.48816895484924316, -0.14011931419372559)","(0.6039404273033142, 0.4813336730003357, 0.14086897671222687)","(0.829953670501709, 0.4422561228275299, -0.0801909789443016)","(0.8135907649993896, 0.4439433217048645, 0.2271030694246292)","(0.8557491898536682, 0.4284919202327728, -0.07732590287923813)","(0.8394436240196228, 0.4302352964878082, 0.22806741297245026)","(0.9127858281135559, 0.4793413579463959, -0.18103256821632385)","(0.8971081972122192, 0.4814375340938568, 0.13854750990867615)"
"(0.619275689125061, 0.5525869131088257, 0.051690954715013504)","(0.635966420173645, 0.5577179789543152, 0.02132180519402027)","(0.6357941627502441, 0.5596135854721069, 0.021338045597076416)","(0.6355889439582825, 0.5618218183517456, 0.021209750324487686)","(0.6370193362236023, 0.5556567311286926, 0.07509828358888626)","(0.6375962495803833, 0.5558960437774658, 0.07519853860139847)","(0.6379199028015137, 0.5563219785690308, 0.07535768300294876)","(0.6315702795982361, 0.5786815881729126, -0.08565259724855423)","(0.6316823363304138, 0.5736383199691772, 0.15794982016086578)","(0.6021641492843628, 0.5576852560043335, 0.013771944679319859)","(0.602786123752594, 0.5549865961074829, 0.08466006815433502)","(0.5353821516036987, 0.6015933156013489, -0.2126254141330719)","(0.5355765223503113, 0.5799379348754883, 0.24707211554050446)","(0.3795315623283386, 0.611940860748291, -0.2591373324394226)","(0.3831421732902527, 0.5919848680496216, 0.32253724336624146)","(0.24453048408031464, 0.6139839291572571, -0.25044411420822144)","(0.26730650663375854, 0.5883875489234924, 0.3849192261695862)","(0.2112741619348526, 0.6199876070022583, -0.2911776900291443)","(0.23581939935684204, 0.5922666788101196, 0.4160332977771759)","(0.2041594386100769, 0.6172345876693726, -0.2849656343460083)","(0.23459795117378235, 0.593437135219574, 0.3889818787574768)","(0.21115583181381226, 0.6127902269363403, -0.24848762154579163)","(0.24739956855773926, 0.5927516222000122, 0.3740788698196411)","(0.40053045749664307, 0.4878997802734375, -0.16536344587802887)","(0.3968742787837982, 0.4780721664428711, 0.1654367595911026)","(0.6117479801177979, 0.48460274934768677, -0.1478651762008667)","(0.6040451526641846, 0.47741228342056274, 0.14709748327732086)","(0.8282932043075562, 0.43319329619407654, -0.09254245460033417)","(0.8100226521492004, 0.435619592666626, 0.23078028857707977)","(0.8553884029388428, 0.4196264147758484, -0.08983717113733292)","(0.8398038148880005, 0.422278493642807, 0.23190036416053772)","(0.9096090793609619, 0.47387510538101196, -0.19222968816757202)","(0.8894112706184387, 0.47383469343185425, 0.14557702839374542)"
"(0.618876576423645, 0.5526485443115234, 0.050279803574085236)","(0.6358838677406311, 0.5578732490539551, 0.019520239904522896)","(0.6357173919677734, 0.5597818493843079, 0.019542623311281204)","(0.6355219483375549, 0.5619833469390869, 0.019421644508838654)","(0.6369457840919495, 0.5557798147201538, 0.07393639534711838)","(0.6375247240066528, 0.5560343265533447, 0.07404600083827972)","(0.6378621459007263, 0.5564795732498169, 0.07421515882015228)","(0.6315177083015442, 0.5787045359611511, -0.08826353400945663)","(0.6316612958908081, 0.573689341545105, 0.15689878165721893)","(0.6018088459968567, 0.557735800743103, 0.011932579800486565)","(0.6023144721984863, 0.555050253868103, 0.0833640918135643)","(0.5352290868759155, 0.6021406650543213, -0.21347928047180176)","(0.5355038642883301, 0.580871045589447, 0.24540360271930695)","(0.3791346251964569, 0.6119425296783447, -0.2828752100467682)","(0.38309967517852783, 0.5862456560134888, 0.3232223391532898)","(0.24295932054519653, 0.6147435307502747, -0.2983883023262024)","(0.2652629315853119, 0.5883267521858215, 0.39414092898368835)","(0.2100503146648407, 0.6205428838729858, -0.3438778221607208)","(0.2348376363515854, 0.5922821760177612, 0.4266301393508911)","(0.20222929120063782, 0.6177309155464172, -0.3366084098815918)","(0.23330558836460114, 0.5934311747550964, 0.3998291790485382)","(0.21064510941505432, 0.6136700510978699, -0.29664361476898193)","(0.24491606652736664, 0.592737078666687, 0.38414546847343445)","(0.4034309685230255, 0.4877021908760071, -0.1672230362892151)","(0.4007161557674408, 0.4778445363044739, 0.1673422008752823)","(0.6111027002334595, 0.47804999351501465, -0.14813731610774994)","(0.6045224666595459, 0.47163286805152893, 0.15010768175125122)","(0.8257144689559937, 0.4269068241119385, -0.08748634904623032)","(0.8067790269851685, 0.42933541536331177, 0.23352135717868805)","(0.8534550070762634, 0.4107774794101715, -0.08427422493696213)","(0.8378037214279175, 0.4149298667907715, 0.234813392162323)","(0.9048426151275635, 0.46523094177246094, -0.18624280393123627)","(0.8876915574073792, 0.4643782675266266, 0.15641872584819794)"
"(0.6183001399040222, 0.5527016520500183, 0.043650079518556595)","(0.6358352899551392, 0.5580686330795288, 0.011666042730212212)","(0.6356998682022095, 0.5600284337997437, 0.011669564060866833)","(0.6355143785476685, 0.562217652797699, 0.011542894877493382)","(0.6368841528892517, 0.555952787399292, 0.06571788340806961)","(0.6374660730361938, 0.5562492609024048, 0.06580991297960281)","(0.6378113031387329, 0.5567481517791748, 0.06595443934202194)","(0.6314862370491028, 0.5787043571472168, -0.09708988666534424)","(0.631629467010498, 0.5736886262893677, 0.14834842085838318)","(0.6012297868728638, 0.5577870607376099, 0.006045308895409107)","(0.6014806628227234, 0.5551489591598511, 0.07752609252929688)","(0.5360126495361328, 0.6021396517753601, -0.2217797338962555)","(0.5355135798454285, 0.5808836221694946, 0.24299539625644684)","(0.37911897897720337, 0.6119408011436462, -0.3043373227119446)","(0.3829694092273712, 0.5846683979034424, 0.3291986286640167)","(0.24301980435848236, 0.6152929067611694, -0.32906290888786316)","(0.26537203788757324, 0.5878626108169556, 0.40591850876808167)","(0.21066784858703613, 0.6207587718963623, -0.37665387988090515)","(0.23580841720104218, 0.5920334458351135, 0.4392194151878357)","(0.19327235221862793, 0.6151363253593445, -0.3677735924720764)","(0.23473437130451202, 0.59263014793396, 0.4116213619709015)","(0.2049582600593567, 0.6104840636253357, -0.3269731402397156)","(0.24550344049930573, 0.5918983817100525, 0.3960225284099579)","(0.4080697000026703, 0.48581552505493164, -0.17060373723506927)","(0.40432196855545044, 0.4751913547515869, 0.17078402638435364)","(0.6105892062187195, 0.4741484522819519, -0.15820123255252838)","(0.6053445339202881, 0.46638280153274536, 0.1530306488275528)","(0.8259102702140808, 0.4180092215538025, -0.09878373891115189)","(0.8065382242202759, 0.42027467489242554, 0.23443619906902313)","(0.8543184995651245, 0.40061312913894653, -0.09499233216047287)","(0.8378181457519531, 0.4034133553504944, 0.2358279526233673)","(0.9067065715789795, 0.45370975136756897, -0.19509992003440857)","(0.8930180668830872, 0.4532497823238373, 0.15802113711833954)"
"(0.614898145198822, 0.5529340505599976, 0.04157042130827904)","(0.6343911290168762, 0.5585370063781738, 0.00856511015444994)","(0.6346529126167297, 0.5606526136398315, 0.00855963584035635)","(0.6348065137863159, 0.562959611415863, 0.008421889506280422)","(0.6352641582489014, 0.5562523007392883, 0.06211048737168312)","(0.6360048651695251, 0.556505024433136, 0.06220696121454239)","(0.6365046501159668, 0.5569835901260376, 0.062349144369363785)","(0.6312443017959595, 0.5790125131607056, -0.10039776563644409)","(0.631088376045227, 0.5737630128860474, 0.14354771375656128)","(0.5983895659446716, 0.5583183169364929, 0.004787276033312082)","(0.5979107618331909, 0.5555380582809448, 0.07594900578260422)","(0.5362152457237244, 0.602253794670105, -0.22191578149795532)","(0.5346570611000061, 0.5808686017990112, 0.24201799929141998)","(0.37894386053085327, 0.6119368076324463, -0.29657530784606934)","(0.38138920068740845, 0.5838709473609924, 0.32874229550361633)","(0.24257901310920715, 0.6165927648544312, -0.3124901354312897)","(0.2653210163116455, 0.5876468420028687, 0.3961004912853241)","(0.2105545699596405, 0.6222339868545532, -0.3594299852848053)","(0.23542656004428864, 0.5919280648231506, 0.4277486205101013)","(0.19516004621982574, 0.6173186302185059, -0.3501130938529968)","(0.23425456881523132, 0.5921434164047241, 0.39873868227005005)","(0.20653162896633148, 0.6132960319519043, -0.3099967837333679)","(0.24508096277713776, 0.5914626717567444, 0.3855084180831909)","(0.4114885926246643, 0.4850134253501892, -0.17144621908664703)","(0.4062773883342743, 0.4726218283176422, 0.17165084183216095)","(0.6122370362281799, 0.4688771665096283, -0.15998156368732452)","(0.6066707968711853, 0.4579538404941559, 0.15410487353801727)","(0.8256791234016418, 0.4122774004936218, -0.09514185786247253)","(0.8070114850997925, 0.41269174218177795, 0.23698870837688446)","(0.852392315864563, 0.39553433656692505, -0.09111886471509933)","(0.8366126418113708, 0.395835280418396, 0.23862342536449432)","(0.910271942615509, 0.4449846148490906, -0.19038738310337067)","(0.8958336114883423, 0.44258221983909607, 0.1625773161649704)"
"(0.6104319095611572, 0.5532525777816772, 0.032381340861320496)","(0.6306849122047424, 0.5589022040367126, -0.001660065958276391)","(0.631316065788269, 0.561080813407898, -0.0016716965474188328)","(0.6318716406822205, 0.5634976625442505, -0.0018127686344087124)","(0.631363570690155, 0.556541919708252, 0.05138522759079933)","(0.6323159337043762, 0.5567613840103149, 0.05148865282535553)","(0.6330721974372864, 0.5571990609169006, 0.05162472277879715)","(0.6296111345291138, 0.579237699508667, -0.10954198986291885)","(0.629187285900116, 0.5737258195877075, 0.13365116715431213)","(0.5947081446647644, 0.5588712096214294, -0.0027848961763083935)","(0.5936950445175171, 0.5560417175292969, 0.06799375265836716)","(0.5342486500740051, 0.6022747159004211, -0.22231267392635345)","(0.5324215888977051, 0.580832302570343, 0.23692864179611206)","(0.3803110718727112, 0.6118806004524231, -0.30654141306877136)","(0.3813878297805786, 0.5836976170539856, 0.334727019071579)","(0.24626004695892334, 0.6165791749954224, -0.3449225425720215)","(0.2687738239765167, 0.5876237750053406, 0.39370810985565186)","(0.2130872905254364, 0.6222245693206787, -0.39440956711769104)","(0.24004600942134857, 0.5919614434242249, 0.4265637993812561)","(0.20362749695777893, 0.6174494624137878, -0.38063350319862366)","(0.23867513239383698, 0.5921639204025269, 0.3955828845500946)","(0.20665915310382843, 0.611548900604248, -0.34111884236335754)","(0.2490040510892868, 0.5914583206176758, 0.38277506828308105)","(0.4117352068424225, 0.4839329123497009, -0.17168442904949188)","(0.40871569514274597, 0.47184500098228455, 0.17194928228855133)","(0.6141034364700317, 0.4644826054573059, -0.16280420124530792)","(0.607788622379303, 0.4546370506286621, 0.154791921377182)","(0.8234091997146606, 0.4075591564178467, -0.09160184115171432)","(0.8064655065536499, 0.4091087281703949, 0.24308378994464874)","(0.847446620464325, 0.3895295262336731, -0.08718911558389664)","(0.8280342817306519, 0.3939652144908905, 0.2458929419517517)","(0.9151549339294434, 0.43398985266685486, -0.1847870647907257)","(0.89891517162323, 0.43283528089523315, 0.17394138872623444)"
"(0.6081929802894592, 0.5536736249923706, 0.020742448046803474)","(0.6280070543289185, 0.5595747232437134, -0.01372961513698101)","(0.6285531520843506, 0.561881422996521, -0.013751748017966747)","(0.6290833353996277, 0.5645117163658142, -0.013894600793719292)","(0.6288276314735413, 0.5570663809776306, 0.03795076534152031)","(0.629804253578186, 0.5572762489318848, 0.038056712597608566)","(0.6306226849555969, 0.5576934218406677, 0.03820875659584999)","(0.6268610954284668, 0.5799366235733032, -0.12039950489997864)","(0.626625657081604, 0.5738508701324463, 0.11748657375574112)","(0.5923970937728882, 0.5593584775924683, -0.013399384915828705)","(0.5915091037750244, 0.5564906597137451, 0.05581679195165634)","(0.5305539965629578, 0.602408230304718, -0.22492113709449768)","(0.5319205522537231, 0.5807667970657349, 0.22036157548427582)","(0.37978044152259827, 0.6118959188461304, -0.31506821513175964)","(0.38008618354797363, 0.5831238031387329, 0.3288225531578064)","(0.24339495599269867, 0.6192314028739929, -0.3748575747013092)","(0.2682943046092987, 0.587637722492218, 0.37490615248680115)","(0.21076492965221405, 0.6237187385559082, -0.4285370409488678)","(0.2390337884426117, 0.5919763445854187, 0.40174102783203125)","(0.20339497923851013, 0.6193296313285828, -0.4163331687450409)","(0.23778407275676727, 0.5921663641929626, 0.3722885847091675)","(0.20716531574726105, 0.6154987812042236, -0.37241584062576294)","(0.24861250817775726, 0.5914416909217834, 0.36530494689941406)","(0.41154468059539795, 0.4813314974308014, -0.17119969427585602)","(0.4099607765674591, 0.4701215326786041, 0.1714780330657959)","(0.6143295764923096, 0.45825958251953125, -0.16428670287132263)","(0.6081385016441345, 0.44930148124694824, 0.1535177081823349)","(0.8233126997947693, 0.3975360691547394, -0.08986242115497589)","(0.8055222630500793, 0.3997541069984436, 0.24141885340213776)","(0.8469569683074951, 0.38089486956596375, -0.0850691944360733)","(0.8283761739730835, 0.3839620053768158, 0.24418021738529205)","(0.9158937931060791, 0.42341962456703186, -0.18427185714244843)","(0.8979683518409729, 0.4215688109397888, 0.17122086882591248)"
"(0.6055431962013245, 0.5550212264060974, 0.022732459008693695)","(0.6253702044487, 0.5610515475273132, -0.013511347584426403)","(0.6260313987731934, 0.5633891224861145, -0.013576099649071693)","(0.6267020106315613, 0.5660724639892578, -0.013714008964598179)","(0.625882089138031, 0.5586327314376831, 0.041396062821149826)","(0.6267500519752502, 0.5589371919631958, 0.04150061309337616)","(0.6274884939193726, 0.5594240427017212, 0.04165506735444069)","(0.6248311996459961, 0.5809473395347595, -0.11932624876499176)","(0.6238712668418884, 0.574546217918396, 0.11863026022911072)","(0.5902045965194702, 0.5607388019561768, -0.010389636270701885)","(0.5892482995986938, 0.5580747723579407, 0.05706794559955597)","(0.529691755771637, 0.6024685502052307, -0.22144277393817902)","(0.5274588465690613, 0.5815520882606506, 0.21746280789375305)","(0.3780636191368103, 0.6117838621139526, -0.30766409635543823)","(0.37249234318733215, 0.5836591720581055, 0.30860933661460876)","(0.24162057042121887, 0.6193102598190308, -0.351632684469223)","(0.26453274488449097, 0.5881778001785278, 0.33742544054985046)","(0.20956598222255707, 0.6242599487304688, -0.4029780924320221)","(0.23492196202278137, 0.5930188894271851, 0.3619004189968109)","(0.20310162007808685, 0.6201924681663513, -0.39067256450653076)","(0.23388823866844177, 0.592494547367096, 0.3350059986114502)","(0.20722916722297668, 0.6167992353439331, -0.34872809052467346)","(0.24527013301849365, 0.5917051434516907, 0.3277994990348816)","(0.41656190156936646, 0.4799880385398865, -0.17072315514087677)","(0.41209208965301514, 0.4708642065525055, 0.17107805609703064)","(0.6151846051216125, 0.4525347650051117, -0.1651604175567627)","(0.6078162789344788, 0.4460238516330719, 0.14487025141716003)","(0.8225922584533691, 0.38915786147117615, -0.0925174430012703)","(0.8053120970726013, 0.39403513073921204, 0.22488008439540863)","(0.846738874912262, 0.37351685762405396, -0.08694189041852951)","(0.828273355960846, 0.37805238366127014, 0.22661952674388885)","(0.9173141717910767, 0.4173763692378998, -0.1835627257823944)","(0.9017570614814758, 0.41667866706848145, 0.1505080759525299)"
"(0.6023727655410767, 0.5558494329452515, 0.024009818211197853)","(0.6228153705596924, 0.5616003274917603, -0.010798435658216476)","(0.623554527759552, 0.5639435648918152, -0.010832940228283405)","(0.6242765784263611, 0.5666007995605469, -0.010952027514576912)","(0.622979462146759, 0.559130072593689, 0.04298381507396698)","(0.6237183213233948, 0.5594172477722168, 0.043093133717775345)","(0.6243577599525452, 0.5598822832107544, 0.04324616491794586)","(0.6229203343391418, 0.5813731551170349, -0.11774671077728271)","(0.6212825179100037, 0.574705958366394, 0.10797140002250671)","(0.5879141092300415, 0.5618154406547546, -0.009431278333067894)","(0.5865756273269653, 0.5591764450073242, 0.05828974023461342)","(0.5294784307479858, 0.6025038957595825, -0.21458235383033752)","(0.5246554613113403, 0.581795334815979, 0.20013584196567535)","(0.37752631306648254, 0.6118024587631226, -0.2808229625225067)","(0.36686596274375916, 0.5838382840156555, 0.2698342502117157)","(0.24057146906852722, 0.6189166307449341, -0.3336869776248932)","(0.26157426834106445, 0.588196873664856, 0.29107150435447693)","(0.20752541720867157, 0.6240502595901489, -0.381958544254303)","(0.23197370767593384, 0.5929957628250122, 0.31141397356987)","(0.20141291618347168, 0.6198052167892456, -0.3659539818763733)","(0.23072347044944763, 0.5922800302505493, 0.2867544889450073)","(0.20738299190998077, 0.6166310906410217, -0.329272598028183)","(0.24221259355545044, 0.5914340019226074, 0.281613826751709)","(0.42148396372795105, 0.4791923463344574, -0.16497911512851715)","(0.41555526852607727, 0.47111719846725464, 0.16538561880588531)","(0.6148815751075745, 0.44485825300216675, -0.15794290602207184)","(0.6074827313423157, 0.4396541118621826, 0.13144728541374207)","(0.8220705389976501, 0.38220590353012085, -0.08309449255466461)","(0.8045191168785095, 0.38725242018699646, 0.20965002477169037)","(0.8445530533790588, 0.3624785542488098, -0.07545246183872223)","(0.823382556438446, 0.36886030435562134, 0.21129150688648224)","(0.9168700575828552, 0.40788379311561584, -0.15717749297618866)","(0.9015854001045227, 0.4077048897743225, 0.13282500207424164)"
"(0.5999632477760315, 0.5564733147621155, 0.025160036981105804)","(0.620057225227356, 0.5617643594741821, -0.009090691804885864)","(0.6209000945091248, 0.5640715956687927, -0.009120346046984196)","(0.6216657161712646, 0.566659152507782, -0.009256813675165176)","(0.6201715469360352, 0.559268593788147, 0.04243198782205582)","(0.6210473775863647, 0.5594943761825562, 0.0425412580370903)","(0.6218550801277161, 0.559893012046814, 0.042678363621234894)","(0.6207275390625, 0.5813599824905396, -0.11919016391038895)","(0.6192948818206787, 0.5745124816894531, 0.1046384945511818)","(0.5861080884933472, 0.5625032782554626, -0.009191874414682388)","(0.5845910906791687, 0.5597413182258606, 0.05930638685822487)","(0.5290187001228333, 0.6026293039321899, -0.2150229960680008)","(0.5234877467155457, 0.5821446180343628, 0.20298510789871216)","(0.37795066833496094, 0.6119509935379028, -0.2700892984867096)","(0.36520636081695557, 0.5845942497253418, 0.27994319796562195)","(0.24381618201732635, 0.614493727684021, -0.289374977350235)","(0.261801540851593, 0.5874999761581421, 0.3086887001991272)","(0.20798945426940918, 0.6194005608558655, -0.33067089319229126)","(0.23350590467453003, 0.5904909372329712, 0.3331637978553772)","(0.20299027860164642, 0.6150407195091248, -0.3142310678958893)","(0.23249852657318115, 0.5906915664672852, 0.30646926164627075)","(0.20804163813591003, 0.6031138896942139, -0.28349411487579346)","(0.2430991530418396, 0.5899973511695862, 0.2987408936023712)","(0.4228553771972656, 0.4777357578277588, -0.16624030470848083)","(0.41857168078422546, 0.47087398171424866, 0.16666145622730255)","(0.6148004531860352, 0.4402947425842285, -0.15726712346076965)","(0.6071595549583435, 0.4354117512702942, 0.1400277316570282)","(0.8170140385627747, 0.37238815426826477, -0.07981258630752563)","(0.8011431097984314, 0.3761126399040222, 0.22279584407806396)","(0.8410311341285706, 0.3528424799442291, -0.07037404179573059)","(0.8213212490081787, 0.35762637853622437, 0.22729068994522095)","(0.9150484800338745, 0.39715370535850525, -0.14296099543571472)","(0.900877058506012, 0.397210955619812, 0.16112320125102997)"
"(0.5976652503013611, 0.5567890405654907, 0.02559581771492958)","(0.6180890202522278, 0.5617132186889648, -0.01086178794503212)","(0.6189702153205872, 0.5640020370483398, -0.010912299156188965)","(0.6197368502616882, 0.566577672958374, -0.011075426824390888)","(0.618057906627655, 0.5592565536499023, 0.03876909613609314)","(0.6189184188842773, 0.5594755411148071, 0.0388922244310379)","(0.6197187900543213, 0.5598693490028381, 0.03902338072657585)","(0.618469774723053, 0.5813342332839966, -0.12026460468769073)","(0.6171140670776367, 0.5744825005531311, 0.10327357053756714)","(0.5842499136924744, 0.562887966632843, -0.008444021455943584)","(0.5825572609901428, 0.5601560473442078, 0.059059660881757736)","(0.5289950966835022, 0.6026366949081421, -0.21342800557613373)","(0.5226818323135376, 0.582131028175354, 0.20272615551948547)","(0.37855908274650574, 0.611958384513855, -0.27168840169906616)","(0.3667009174823761, 0.5847725868225098, 0.2823391258716583)","(0.25824040174484253, 0.6103164553642273, -0.29087021946907043)","(0.265943706035614, 0.5852335095405579, 0.2971131503582001)","(0.21214626729488373, 0.6122819185256958, -0.3335758447647095)","(0.23814919590950012, 0.5866124629974365, 0.31821364164352417)","(0.21062318980693817, 0.6056140661239624, -0.31659454107284546)","(0.23674793541431427, 0.5869673490524292, 0.2877417802810669)","(0.22192682325839996, 0.5951420068740845, -0.28363868594169617)","(0.24721220135688782, 0.5862196087837219, 0.28565534949302673)","(0.4247503876686096, 0.4747920036315918, -0.16665567457675934)","(0.4208223223686218, 0.46996545791625977, 0.16707715392112732)","(0.6154175400733948, 0.43478924036026, -0.16409112513065338)","(0.6080490350723267, 0.4338289797306061, 0.1415562778711319)","(0.8109273910522461, 0.3657865822315216, -0.09861774742603302)","(0.796625018119812, 0.37067461013793945, 0.22227494418621063)","(0.8348742723464966, 0.3448067605495453, -0.09027468413114548)","(0.8167487978935242, 0.3516732156276703, 0.22543998062610626)","(0.9145122766494751, 0.384887158870697, -0.15035642683506012)","(0.8999354839324951, 0.3887374997138977, 0.16085825860500336)"
"(0.5983208417892456, 0.5568159818649292, 0.02629120647907257)","(0.618594765663147, 0.5616728067398071, -0.009999086149036884)","(0.6193933486938477, 0.563957691192627, -0.010055930353701115)","(0.6200708746910095, 0.5665315985679626, -0.010226374492049217)","(0.6186449527740479, 0.5592250823974609, 0.03831132873892784)","(0.6194586157798767, 0.5594445466995239, 0.038434021174907684)","(0.6201919317245483, 0.5598399043083191, 0.03855461999773979)","(0.6182994246482849, 0.5812897682189941, -0.11896655708551407)","(0.6169751286506653, 0.574410617351532, 0.09962490946054459)","(0.5844781994819641, 0.5629900097846985, -0.00802635122090578)","(0.5828385949134827, 0.5602647662162781, 0.05850747600197792)","(0.5287116765975952, 0.6026646494865417, -0.21041923761367798)","(0.5231225490570068, 0.5820189714431763, 0.1949390023946762)","(0.37852370738983154, 0.6125116348266602, -0.2723277509212494)","(0.36805567145347595, 0.5849197506904602, 0.25901859998703003)","(0.25809064507484436, 0.6046661734580994, -0.2998943030834198)","(0.27096953988075256, 0.5829466581344604, 0.251738578081131)","(0.21222525835037231, 0.6062264442443848, -0.3467137813568115)","(0.24333561956882477, 0.5830234289169312, 0.26835694909095764)","(0.212142676115036, 0.5984398126602173, -0.32669776678085327)","(0.2421124130487442, 0.5830591917037964, 0.23632106184959412)","(0.2270267754793167, 0.5941906571388245, -0.2927890717983246)","(0.2522338330745697, 0.5826475620269775, 0.2389792501926422)","(0.42472073435783386, 0.47383832931518555, -0.165943905711174)","(0.4217023551464081, 0.4695841372013092, 0.1663762927055359)","(0.6156682968139648, 0.42969807982444763, -0.16692839562892914)","(0.6100814342498779, 0.4303617477416992, 0.1400216668844223)","(0.809419572353363, 0.3575182259082794, -0.10714919865131378)","(0.7954467535018921, 0.36474230885505676, 0.20514042675495148)","(0.8278598189353943, 0.3339654803276062, -0.09985629469156265)","(0.8123112916946411, 0.3429933488368988, 0.20628798007965088)","(0.913627564907074, 0.37543824315071106, -0.15708324313163757)","(0.9015575647354126, 0.3793971538543701, 0.14075428247451782)"
"(0.5979442596435547, 0.5569689273834229, 0.026798876002430916)","(0.618570864200592, 0.5616481304168701, -0.009222669526934624)","(0.6193467378616333, 0.5639174580574036, -0.009274028241634369)","(0.6199827194213867, 0.5664759278297424, -0.009441853500902653)","(0.6186435222625732, 0.5592244863510132, 0.03851080313324928)","(0.6194435358047485, 0.5594493746757507, 0.03863552585244179)","(0.6201497912406921, 0.5598581433296204, 0.038752999156713486)","(0.617901623249054, 0.5812658071517944, -0.11705827713012695)","(0.616551399230957, 0.5744181871414185, 0.09883764386177063)","(0.5840068459510803, 0.5632592439651489, -0.007586440071463585)","(0.5823946595191956, 0.5605474710464478, 0.0583278127014637)","(0.5287370681762695, 0.6025740504264832, -0.20218192040920258)","(0.5229868292808533, 0.5818572640419006, 0.18948645889759064)","(0.37799885869026184, 0.6129755973815918, -0.2658034563064575)","(0.36827802658081055, 0.5853566527366638, 0.23048168420791626)","(0.2581430971622467, 0.5983293056488037, -0.2998434901237488)","(0.2735441029071808, 0.5805513262748718, 0.18305689096450806)","(0.21441107988357544, 0.598345160484314, -0.34711048007011414)","(0.24793897569179535, 0.579879105091095, 0.1920284926891327)","(0.21455028653144836, 0.5910550355911255, -0.32702696323394775)","(0.247195303440094, 0.5792121291160583, 0.1580498069524765)","(0.22869464755058289, 0.587009847164154, -0.29262250661849976)","(0.25652316212654114, 0.5786925554275513, 0.16854219138622284)","(0.4269309639930725, 0.4725280702114105, -0.16371320188045502)","(0.42296943068504333, 0.46875375509262085, 0.1641552746295929)","(0.6169686913490295, 0.4239172041416168, -0.16636043787002563)","(0.6114970445632935, 0.42552074790000916, 0.13593557476997375)","(0.8045451045036316, 0.3499571681022644, -0.10609371215105057)","(0.7932769656181335, 0.35742518305778503, 0.195607990026474)","(0.8223979473114014, 0.3279776871204376, -0.09921691566705704)","(0.8098182082176208, 0.336200475692749, 0.19635707139968872)","(0.9134959578514099, 0.3661438822746277, -0.15879283845424652)","(0.9010360836982727, 0.3696160912513733, 0.12892365455627441)"
